sku,category,price
sku12346,Misc,2165.5
sku12347,Misc,1382.47
sku12348,Showers,3937.43
sku12349,Faucets,1956.76
sku12350,Faucets,1820.42
sku12351,Misc,1027.09
sku12352,Misc,1148.3
sku12353,Toilets,2934.55
sku12354,Toilets,2471.81
sku12355,Showers,835.87
sku12356,Misc,4157.4
sku12357,Faucets,997.19
sku12358,Misc,3885.49
sku12359,Toilets,2583.33
sku12360,Faucets,1011.19
sku12361,Toilets,4523.2
sku12362,Toilets,2286.53
sku12363,Faucets,3056.38
sku12364,Showers,455.35
sku12365,Showers,417.25
sku12366,Misc,2775.24
sku12367,Toilets,37.08
sku12368,Showers,1218.11
sku12369,Misc,871.13
sku12370,Toilets,4713.48
sku12371,Misc,3642.66
sku12372,Faucets,2160.5
sku12373,Faucets,2050.45
sku12374,Faucets,4682.89
sku12375,Showers,2355.67
sku12376,Faucets,2309.67
sku12377,Toilets,2903.61
sku12378,Showers,775.32
sku12379,Misc,3247.88
sku12380,Misc,2055.13
sku12381,Showers,4558.19
sku12382,Faucets,4563.29
sku12383,Faucets,1586.63
sku12384,Showers,2385.34
sku12385,Toilets,502.49
sku12386,Misc,3013.86
sku12387,Toilets,1000.72
sku12388,Showers,1174.21
sku12389,Showers,2281.2
sku12390,Faucets,2330.98
sku12391,Showers,1140.72
sku12392,Toilets,615.54
sku12393,Misc,2934.71
sku12394,Showers,1562.5
sku12395,Showers,108.37
sku12396,Faucets,516.08
sku12397,Misc,4086.56
sku12398,Misc,145.41
sku12399,Misc,3753.32
sku12400,Misc,1521.83
sku12401,Faucets,2025.34
sku12402,Showers,2604.5
sku12403,Misc,3436.01
sku12404,Toilets,1547.73
sku12405,Showers,3137.56
sku12406,Faucets,4049.53
sku12407,Misc,2045.5
sku12408,Faucets,4861.66
sku12409,Faucets,3236.35
sku12410,Toilets,3942.35
sku12411,Toilets,30.57
sku12412,Misc,1084.54
sku12413,Faucets,2878.87
sku12414,Toilets,4767.0
sku12415,Showers,302.22
sku12416,Misc,4835.49
sku12417,Faucets,2410.98
sku12418,Faucets,1446.84
sku12419,Misc,2266.9
sku12420,Showers,3513.85
sku12421,Misc,1051.79
sku12422,Faucets,683.28
sku12423,Misc,1340.96
sku12424,Toilets,4083.49
sku12425,Misc,4436.88
sku12426,Showers,531.63
sku12427,Toilets,2076.89
sku12428,Misc,3480.75
sku12429,Faucets,2199.77
sku12430,Faucets,4645.31
sku12431,Faucets,4474.1
sku12432,Showers,3267.39
sku12433,Faucets,4779.77
sku12434,Toilets,1161.13
sku12435,Faucets,3882.65
sku12436,Toilets,3524.28
sku12437,Toilets,2432.1
sku12438,Toilets,1758.89
sku12439,Misc,779.73
sku12440,Misc,3161.56
sku12441,Toilets,3453.93
sku12442,Toilets,771.84
sku12443,Faucets,709.81
sku12444,Faucets,3523.05
sku12445,Misc,3800.74
sku12446,Showers,3239.08
sku12447,Showers,908.13
sku12448,Misc,580.57
sku12449,Misc,2546.78
sku12450,Toilets,2286.55
sku12451,Misc,4754.75
sku12452,Toilets,2114.22
sku12453,Showers,2426.79
sku12454,Showers,561.78
sku12455,Faucets,4799.32
sku12456,Faucets,1454.44
sku12457,Showers,2950.15
sku12458,Faucets,4344.46
sku12459,Toilets,544.96
sku12460,Toilets,4136.83
sku12461,Showers,1694.13
sku12462,Showers,3118.97
sku12463,Faucets,4914.94
sku12464,Showers,3148.97
sku12465,Showers,4585.82
sku12466,Faucets,1294.12
sku12467,Showers,666.86
sku12468,Toilets,2257.19
sku12469,Toilets,2814.74
sku12470,Toilets,99.25
sku12471,Showers,4957.1
sku12472,Showers,1782.08
sku12473,Showers,239.34
sku12474,Toilets,869.62
sku12475,Misc,4468.43
sku12476,Toilets,1964.55
sku12477,Faucets,3654.34
sku12478,Faucets,804.22
sku12479,Toilets,3067.23
sku12480,Toilets,3816.95
sku12481,Toilets,3533.62
sku12482,Toilets,4084.01
sku12483,Toilets,1117.48
sku12484,Toilets,834.03
sku12485,Showers,4400.1
sku12486,Showers,1801.76
sku12487,Showers,2714.42
sku12488,Showers,4088.07
sku12489,Faucets,820.89
sku12490,Toilets,2223.51
sku12491,Misc,1896.65
sku12492,Toilets,793.6
sku12493,Showers,3709.55
sku12494,Toilets,4975.76
sku12495,Faucets,159.68
sku12496,Toilets,163.19
sku12497,Faucets,989.94
sku12498,Faucets,3818.92
sku12499,Misc,4988.59
sku12500,Toilets,2892.73
sku12501,Faucets,1093.97
sku12502,Misc,4247.76
sku12503,Misc,2229.36
sku12504,Faucets,428.36
sku12505,Toilets,3693.5
sku12506,Showers,413.0
sku12507,Toilets,476.71
sku12508,Showers,4647.63
sku12509,Misc,4074.63
sku12510,Faucets,4918.22
sku12511,Faucets,1013.96
sku12512,Misc,3575.27
sku12513,Faucets,2204.7
sku12514,Toilets,3818.22
sku12515,Toilets,1447.59
sku12516,Toilets,1879.61
sku12517,Misc,3757.66
sku12518,Showers,3397.76
sku12519,Showers,734.65
sku12520,Misc,106.64
sku12521,Showers,1033.36
sku12522,Toilets,2377.09
sku12523,Toilets,4507.32
sku12524,Faucets,91.39
sku12525,Faucets,354.42
sku12526,Misc,2639.03
sku12527,Faucets,63.61
sku12528,Misc,4992.82
sku12529,Faucets,2448.1
sku12530,Toilets,4118.55
sku12531,Toilets,4834.82
sku12532,Toilets,1207.02
sku12533,Faucets,1100.55
sku12534,Misc,4849.85
sku12535,Showers,1702.53
sku12536,Toilets,1034.87
sku12537,Toilets,862.05
sku12538,Misc,1536.08
sku12539,Faucets,2131.57
sku12540,Toilets,575.97
sku12541,Toilets,1876.29
sku12542,Faucets,3912.59
sku12543,Misc,1929.79
sku12544,Showers,1505.0
sku12545,Toilets,3576.36
sku12546,Faucets,4512.17
sku12547,Showers,3974.87
sku12548,Misc,3143.25
sku12549,Faucets,819.3
sku12550,Faucets,3744.74
sku12551,Faucets,2961.93
sku12552,Toilets,1417.95
sku12553,Misc,2405.41
sku12554,Toilets,3884.05
sku12555,Toilets,1134.03
sku12556,Misc,376.82
sku12557,Toilets,3365.73
sku12558,Faucets,2056.59
sku12559,Misc,2163.75
sku12560,Toilets,4437.48
sku12561,Toilets,269.22
sku12562,Faucets,1353.22
sku12563,Faucets,851.39
sku12564,Misc,513.64
sku12565,Faucets,3000.95
sku12566,Showers,1493.56
sku12567,Misc,3096.54
sku12568,Faucets,4693.26
sku12569,Faucets,3713.59
sku12570,Toilets,4518.61
sku12571,Toilets,235.43
sku12572,Misc,4261.62
sku12573,Showers,504.22
sku12574,Toilets,777.71
sku12575,Faucets,3685.67
sku12576,Misc,416.53
sku12577,Toilets,2575.56
sku12578,Faucets,537.4
sku12579,Toilets,2430.63
sku12580,Showers,1558.33
sku12581,Misc,1288.43
sku12582,Faucets,3727.64
sku12583,Misc,3588.11
sku12584,Toilets,3920.74
sku12585,Faucets,2498.31
sku12586,Showers,4623.22
sku12587,Misc,4337.62
sku12588,Faucets,3542.94
sku12589,Misc,3360.52
sku12590,Toilets,2186.73
sku12591,Toilets,1359.12
sku12592,Showers,2286.82
sku12593,Faucets,4365.87
sku12594,Showers,3273.22
sku12595,Misc,1712.99
sku12596,Misc,2951.62
sku12597,Toilets,2959.21
sku12598,Misc,25.03
sku12599,Toilets,1323.09
sku12600,Toilets,4113.58
sku12601,Showers,2195.89
sku12602,Showers,283.11
sku12603,Showers,2485.01
sku12604,Faucets,3127.97
sku12605,Misc,2303.22
sku12606,Faucets,2106.97
sku12607,Faucets,2862.14
sku12608,Misc,2860.45
sku12609,Faucets,3083.87
sku12610,Showers,3328.41
sku12611,Toilets,3672.35
sku12612,Toilets,1716.34
sku12613,Toilets,2200.65
sku12614,Misc,2626.3
sku12615,Toilets,1246.88
sku12616,Showers,1530.92
sku12617,Misc,142.01
sku12618,Faucets,2673.1
sku12619,Showers,4886.47
sku12620,Toilets,718.98
sku12621,Toilets,3617.94
sku12622,Showers,1153.26
sku12623,Misc,4731.42
sku12624,Misc,924.05
sku12625,Toilets,2336.59
sku12626,Showers,1810.9
sku12627,Faucets,4475.81
sku12628,Misc,116.88
sku12629,Faucets,1733.68
sku12630,Toilets,4896.63
sku12631,Toilets,131.98
sku12632,Toilets,4320.34
sku12633,Misc,3875.11
sku12634,Showers,4930.72
sku12635,Misc,2821.85
sku12636,Faucets,4357.19
sku12637,Misc,131.11
sku12638,Showers,1987.99
sku12639,Toilets,1265.84
sku12640,Misc,736.72
sku12641,Faucets,28.65
sku12642,Toilets,346.31
sku12643,Showers,333.24
sku12644,Showers,3763.21
sku12645,Faucets,4169.02
sku12646,Misc,1322.55
sku12647,Showers,3618.23
sku12648,Showers,1072.14
sku12649,Faucets,3137.03
sku12650,Showers,3857.0
sku12651,Misc,3859.24
sku12652,Toilets,3758.94
sku12653,Faucets,3344.62
sku12654,Faucets,2735.97
sku12655,Showers,3247.98
sku12656,Showers,3567.27
sku12657,Toilets,1587.0
sku12658,Misc,3353.53
sku12659,Misc,3491.58
sku12660,Faucets,1528.44
sku12661,Toilets,4120.08
sku12662,Toilets,344.69
sku12663,Misc,422.18
sku12664,Misc,1671.03
sku12665,Faucets,4776.24
sku12666,Showers,1899.69
sku12667,Faucets,854.75
sku12668,Toilets,2586.9
sku12669,Faucets,4127.4
sku12670,Toilets,2001.25
sku12671,Faucets,1979.59
sku12672,Misc,1615.54
sku12673,Misc,4531.49
sku12674,Faucets,1392.51
sku12675,Showers,4302.37
sku12676,Misc,3675.69
sku12677,Faucets,2836.96
sku12678,Faucets,3489.25
sku12679,Misc,566.32
sku12680,Misc,2472.65
sku12681,Faucets,3488.67
sku12682,Misc,1596.61
sku12683,Showers,668.01
sku12684,Faucets,571.88
sku12685,Faucets,669.26
sku12686,Showers,2791.53
sku12687,Faucets,217.45
sku12688,Faucets,859.83
sku12689,Toilets,3291.02
sku12690,Misc,1011.91
sku12691,Misc,2435.11
sku12692,Misc,4325.41
sku12693,Misc,164.27
sku12694,Misc,4666.11
sku12695,Faucets,1337.3
sku12696,Faucets,622.24
sku12697,Toilets,1703.49
sku12698,Showers,3827.93
sku12699,Faucets,452.76
sku12700,Misc,1550.6
sku12701,Showers,4454.57
sku12702,Misc,4470.73
sku12703,Faucets,1353.68
sku12704,Faucets,1676.92
sku12705,Toilets,388.8
sku12706,Misc,848.52
sku12707,Showers,1400.4
sku12708,Showers,1571.98
sku12709,Showers,3948.39
sku12710,Faucets,4914.11
sku12711,Toilets,1973.41
sku12712,Toilets,3938.95
sku12713,Toilets,1021.49
sku12714,Misc,4241.34
sku12715,Showers,3525.91
sku12716,Faucets,4595.61
sku12717,Faucets,845.55
sku12718,Misc,4649.24
sku12719,Showers,754.12
sku12720,Showers,677.96
sku12721,Faucets,4977.35
sku12722,Showers,4214.28
sku12723,Faucets,3401.72
sku12724,Toilets,4217.48
sku12725,Showers,208.4
sku12726,Faucets,2020.13
sku12727,Faucets,2907.28
sku12728,Misc,3350.04
sku12729,Misc,3109.77
sku12730,Misc,4357.49
sku12731,Misc,2762.34
sku12732,Misc,4172.28
sku12733,Showers,1921.62
sku12734,Showers,4452.35
sku12735,Showers,855.96
sku12736,Faucets,1545.17
sku12737,Toilets,744.77
sku12738,Misc,3560.3
sku12739,Misc,4637.64
sku12740,Toilets,1323.52
sku12741,Showers,2506.04
sku12742,Toilets,1801.76
sku12743,Misc,1147.42
sku12744,Toilets,3644.46
sku12745,Faucets,1189.39
sku12746,Showers,2808.64
sku12747,Toilets,914.44
sku12748,Showers,1657.99
sku12749,Faucets,1001.52
sku12750,Toilets,1700.01
sku12751,Faucets,1450.17
sku12752,Misc,4300.26
sku12753,Misc,620.46
sku12754,Faucets,3717.57
sku12755,Faucets,1995.77
sku12756,Faucets,4917.32
sku12757,Misc,4758.88
sku12758,Misc,1226.26
sku12759,Faucets,2727.42
sku12760,Faucets,2153.76
sku12761,Toilets,663.82
sku12762,Faucets,4514.24
sku12763,Toilets,1244.35
sku12764,Toilets,4174.94
sku12765,Showers,354.45
sku12766,Faucets,1765.09
sku12767,Misc,4365.51
sku12768,Misc,1756.23
sku12769,Toilets,4945.32
sku12770,Faucets,1579.15
sku12771,Misc,1533.94
sku12772,Showers,4379.06
sku12773,Showers,2897.97
sku12774,Misc,1479.74
sku12775,Toilets,929.87
sku12776,Toilets,4112.92
sku12777,Showers,4284.17
sku12778,Showers,3642.91
sku12779,Faucets,1605.0
sku12780,Faucets,3159.24
sku12781,Toilets,2864.66
sku12782,Showers,2404.6
sku12783,Toilets,132.4
sku12784,Misc,2604.82
sku12785,Toilets,1150.08
sku12786,Faucets,2328.89
sku12787,Showers,221.0
sku12788,Showers,2168.31
sku12789,Showers,4824.29
sku12790,Misc,3326.62
sku12791,Faucets,4021.45
sku12792,Misc,1452.44
sku12793,Toilets,830.02
sku12794,Misc,1567.4
sku12795,Misc,361.37
sku12796,Toilets,4893.49
sku12797,Misc,1009.06
sku12798,Faucets,2636.57
sku12799,Faucets,3032.45
sku12800,Faucets,1555.01
sku12801,Toilets,542.28
sku12802,Misc,2098.74
sku12803,Showers,4621.98
sku12804,Misc,3007.71
sku12805,Showers,2099.18
sku12806,Faucets,787.67
sku12807,Faucets,3917.53
sku12808,Showers,381.4
sku12809,Misc,4924.79
sku12810,Faucets,1160.45
sku12811,Faucets,707.41
sku12812,Faucets,1548.66
sku12813,Toilets,4707.08
sku12814,Misc,4104.41
sku12815,Faucets,3385.8
sku12816,Toilets,4394.5
sku12817,Faucets,4205.93
sku12818,Showers,3104.69
sku12819,Faucets,1900.94
sku12820,Showers,3291.16
sku12821,Faucets,3799.93
sku12822,Toilets,3093.69
sku12823,Faucets,56.66
sku12824,Showers,174.07
sku12825,Faucets,572.14
sku12826,Toilets,3747.0
sku12827,Misc,3654.37
sku12828,Misc,4284.95
sku12829,Showers,4716.25
sku12830,Toilets,1908.97
sku12831,Misc,3085.0
sku12832,Toilets,1638.24
sku12833,Showers,2000.36
sku12834,Toilets,2290.05
sku12835,Showers,3835.05
sku12836,Misc,2980.18
sku12837,Showers,4382.43
sku12838,Faucets,1926.51
sku12839,Misc,486.06
sku12840,Misc,906.11
sku12841,Showers,4419.18
sku12842,Showers,360.21
sku12843,Faucets,4223.24
sku12844,Misc,4608.69
sku12845,Showers,2812.63
sku12846,Showers,4550.01
sku12847,Toilets,3462.95
sku12848,Toilets,3893.92
sku12849,Misc,3472.89
sku12850,Faucets,1956.36
sku12851,Showers,3167.08
sku12852,Faucets,4651.96
sku12853,Faucets,2597.2
sku12854,Faucets,885.73
sku12855,Toilets,1533.6
sku12856,Faucets,4075.39
sku12857,Toilets,2740.67
sku12858,Misc,2270.86
sku12859,Toilets,2687.64
sku12860,Showers,1847.91
sku12861,Showers,1052.26
sku12862,Faucets,16.26
sku12863,Misc,223.5
sku12864,Faucets,1004.0
sku12865,Faucets,153.41
sku12866,Toilets,2355.02
sku12867,Faucets,4747.51
sku12868,Faucets,3222.02
sku12869,Misc,144.73
sku12870,Toilets,3880.24
sku12871,Toilets,2513.67
sku12872,Misc,3984.88
sku12873,Showers,2531.15
sku12874,Toilets,3121.9
sku12875,Misc,1310.98
sku12876,Toilets,2236.87
sku12877,Toilets,63.23
sku12878,Misc,1908.27
sku12879,Faucets,3145.7
sku12880,Toilets,4668.49
sku12881,Misc,854.29
sku12882,Misc,1312.55
sku12883,Misc,3374.1
sku12884,Showers,2358.8
sku12885,Faucets,3384.39
sku12886,Toilets,3964.99
sku12887,Showers,3159.26
sku12888,Faucets,3567.83
sku12889,Toilets,4735.41
sku12890,Misc,2929.71
sku12891,Showers,2201.56
sku12892,Toilets,1047.06
sku12893,Toilets,4492.14
sku12894,Showers,3569.66
sku12895,Toilets,2900.05
sku12896,Showers,4466.38
sku12897,Misc,2101.13
sku12898,Misc,4578.52
sku12899,Showers,2505.79
sku12900,Misc,71.59
sku12901,Showers,4727.42
sku12902,Misc,3364.1
sku12903,Faucets,1852.07
sku12904,Showers,416.54
sku12905,Misc,612.09
sku12906,Faucets,4239.34
sku12907,Faucets,3638.28
sku12908,Toilets,2558.39
sku12909,Toilets,4115.88
sku12910,Showers,3336.16
sku12911,Faucets,4439.51
sku12912,Misc,3119.91
sku12913,Faucets,1689.97
sku12914,Toilets,929.74
sku12915,Misc,4806.53
sku12916,Showers,1673.56
sku12917,Toilets,2334.91
sku12918,Faucets,4142.78
sku12919,Misc,4625.27
sku12920,Misc,4089.29
sku12921,Misc,2413.69
sku12922,Toilets,1570.65
sku12923,Showers,3207.92
sku12924,Showers,4272.73
sku12925,Faucets,2907.35
sku12926,Toilets,3438.2
sku12927,Misc,4379.92
sku12928,Misc,4330.92
sku12929,Misc,581.86
sku12930,Showers,2863.21
sku12931,Toilets,1691.01
sku12932,Misc,3937.88
sku12933,Misc,2459.11
sku12934,Showers,4044.16
sku12935,Showers,2886.13
sku12936,Showers,1151.76
sku12937,Toilets,3385.79
sku12938,Misc,2618.17
sku12939,Toilets,3924.18
sku12940,Misc,2756.3
sku12941,Showers,1453.13
sku12942,Misc,4197.62
sku12943,Faucets,1627.78
sku12944,Misc,1722.31
sku12945,Showers,4481.86
sku12946,Toilets,3280.31
sku12947,Faucets,4682.77
sku12948,Toilets,3087.39
sku12949,Toilets,3759.25
sku12950,Faucets,1257.36
sku12951,Misc,1146.35
sku12952,Faucets,3706.88
sku12953,Faucets,4742.87
sku12954,Misc,2096.56
sku12955,Misc,1806.0
sku12956,Showers,1839.4
sku12957,Faucets,3691.56
sku12958,Faucets,3391.15
sku12959,Faucets,2640.85
sku12960,Faucets,1795.79
sku12961,Showers,868.79
sku12962,Faucets,2205.37
sku12963,Misc,4046.46
sku12964,Showers,4539.68
sku12965,Showers,792.59
sku12966,Misc,1776.52
sku12967,Showers,4460.17
sku12968,Showers,934.91
sku12969,Faucets,1718.28
sku12970,Faucets,966.93
sku12971,Faucets,3339.3
sku12972,Showers,4848.18
sku12973,Showers,1652.04
sku12974,Showers,200.97
sku12975,Misc,2673.42
sku12976,Showers,4817.15
sku12977,Faucets,4014.45
sku12978,Faucets,4523.02
sku12979,Showers,2298.63
sku12980,Misc,1300.0
sku12981,Showers,1330.78
sku12982,Misc,2372.89
sku12983,Toilets,1077.6
sku12984,Misc,4162.07
sku12985,Misc,824.3
sku12986,Toilets,1807.25
sku12987,Showers,4479.84
sku12988,Misc,3897.83
sku12989,Misc,4227.61
sku12990,Misc,4679.89
sku12991,Misc,4377.17
sku12992,Misc,3580.96
sku12993,Misc,2299.61
sku12994,Faucets,59.14
sku12995,Showers,4655.15
sku12996,Misc,423.82
sku12997,Toilets,4672.79
sku12998,Misc,4228.03
sku12999,Faucets,4808.18
sku13000,Faucets,1365.21
sku13001,Toilets,2426.46
sku13002,Toilets,133.51
sku13003,Misc,1408.6
sku13004,Faucets,62.7
sku13005,Showers,4085.53
sku13006,Misc,3426.66
sku13007,Toilets,4227.0
sku13008,Faucets,187.21
sku13009,Faucets,1058.05
sku13010,Faucets,97.01
sku13011,Faucets,866.68
sku13012,Faucets,2950.05
sku13013,Faucets,36.72
sku13014,Showers,3369.63
sku13015,Toilets,4154.95
sku13016,Toilets,1677.29
sku13017,Faucets,2852.34
sku13018,Misc,3505.84
sku13019,Showers,4468.19
sku13020,Faucets,512.14
sku13021,Showers,4480.9
sku13022,Misc,848.8
sku13023,Showers,4541.8
sku13024,Toilets,2093.42
sku13025,Faucets,2720.73
sku13026,Showers,4550.65
sku13027,Showers,1582.49
sku13028,Toilets,3619.85
sku13029,Misc,2081.44
sku13030,Faucets,614.1
sku13031,Toilets,1971.55
sku13032,Misc,637.17
sku13033,Misc,1229.67
sku13034,Showers,2283.88
sku13035,Showers,2058.3
sku13036,Misc,2717.44
sku13037,Misc,820.1
sku13038,Misc,2109.68
sku13039,Faucets,3336.61
sku13040,Showers,1922.72
sku13041,Toilets,175.66
sku13042,Faucets,4163.92
sku13043,Toilets,4400.11
sku13044,Faucets,1668.4
sku13045,Showers,4183.88
sku13046,Toilets,2006.37
sku13047,Faucets,3120.32
sku13048,Toilets,753.69
sku13049,Toilets,2696.21
sku13050,Misc,382.69
sku13051,Toilets,4665.5
sku13052,Faucets,2929.7
sku13053,Faucets,488.62
sku13054,Toilets,699.54
sku13055,Misc,4704.8
sku13056,Misc,1751.93
sku13057,Showers,4034.82
sku13058,Misc,4753.52
sku13059,Misc,3183.47
sku13060,Toilets,2555.76
sku13061,Showers,4907.21
sku13062,Faucets,4923.31
sku13063,Misc,3013.06
sku13064,Toilets,656.38
sku13065,Misc,1679.67
sku13066,Faucets,4508.02
sku13067,Toilets,3549.92
sku13068,Toilets,376.58
sku13069,Toilets,1822.66
sku13070,Showers,866.73
sku13071,Faucets,388.84
sku13072,Showers,2534.21
sku13073,Faucets,3888.08
sku13074,Faucets,693.08
sku13075,Faucets,735.64
sku13076,Showers,4581.01
sku13077,Showers,4362.09
sku13078,Toilets,4694.12
sku13079,Showers,2961.35
sku13080,Showers,382.15
sku13081,Faucets,4820.42
sku13082,Showers,1947.71
sku13083,Toilets,2360.49
sku13084,Toilets,3904.33
sku13085,Faucets,2634.35
sku13086,Faucets,886.98
sku13087,Misc,2347.35
sku13088,Misc,1290.59
sku13089,Faucets,1741.24
sku13090,Faucets,4742.67
sku13091,Showers,1480.48
sku13092,Faucets,3928.86
sku13093,Faucets,2817.57
sku13094,Faucets,2236.7
sku13095,Misc,3146.97
sku13096,Faucets,1227.31
sku13097,Showers,3454.04
sku13098,Misc,3853.04
sku13099,Misc,1813.25
sku13100,Faucets,2358.09
sku13101,Misc,3150.93
sku13102,Faucets,4506.39
sku13103,Toilets,1324.18
sku13104,Toilets,4628.41
sku13105,Faucets,3505.66
sku13106,Faucets,215.18
sku13107,Toilets,4160.4
sku13108,Showers,2080.97
sku13109,Showers,771.32
sku13110,Toilets,1681.03
sku13111,Showers,4107.76
sku13112,Toilets,3477.57
sku13113,Misc,1353.04
sku13114,Toilets,4201.6
sku13115,Showers,358.23
sku13116,Faucets,2137.48
sku13117,Misc,2746.68
sku13118,Misc,3718.86
sku13119,Showers,1369.3
sku13120,Showers,3104.55
sku13121,Showers,528.8
sku13122,Faucets,4232.5
sku13123,Toilets,4143.48
sku13124,Showers,424.79
sku13125,Misc,1215.99
sku13126,Showers,2053.38
sku13127,Misc,3311.78
sku13128,Misc,2756.89
sku13129,Faucets,2592.82
sku13130,Misc,3327.39
sku13131,Toilets,2930.24
sku13132,Toilets,4705.71
sku13133,Showers,4247.66
sku13134,Toilets,1348.74
sku13135,Showers,2832.61
sku13136,Misc,4250.14
sku13137,Showers,4226.4
sku13138,Showers,2837.74
sku13139,Misc,3603.92
sku13140,Toilets,2652.09
sku13141,Misc,4760.05
sku13142,Showers,4724.97
sku13143,Showers,2610.54
sku13144,Misc,4678.2
sku13145,Misc,4960.2
sku13146,Showers,367.56
sku13147,Faucets,736.14
sku13148,Showers,666.62
sku13149,Showers,3128.62
sku13150,Faucets,1767.79
sku13151,Toilets,4387.89
sku13152,Toilets,3371.28
sku13153,Showers,4959.87
sku13154,Misc,1652.11
sku13155,Showers,4266.07
sku13156,Misc,3194.5
sku13157,Misc,1427.38
sku13158,Toilets,2941.72
sku13159,Toilets,1543.34
sku13160,Toilets,1539.48
sku13161,Toilets,1898.24
sku13162,Faucets,3793.83
sku13163,Faucets,4778.44
sku13164,Showers,2697.82
sku13165,Toilets,4792.63
sku13166,Misc,3700.13
sku13167,Showers,1193.26
sku13168,Faucets,2469.82
sku13169,Faucets,2351.71
sku13170,Misc,2683.68
sku13171,Misc,373.56
sku13172,Toilets,3838.32
sku13173,Toilets,1202.42
sku13174,Misc,990.47
sku13175,Toilets,4316.3
sku13176,Showers,3511.03
sku13177,Toilets,4158.5
sku13178,Misc,3439.06
sku13179,Showers,298.66
sku13180,Faucets,3365.81
sku13181,Misc,2395.06
sku13182,Toilets,3449.6
sku13183,Showers,1723.53
sku13184,Misc,296.45
sku13185,Misc,2757.22
sku13186,Showers,25.29
sku13187,Faucets,4695.03
sku13188,Showers,689.6
sku13189,Faucets,2673.11
sku13190,Toilets,1131.44
sku13191,Misc,3584.33
sku13192,Showers,4295.29
sku13193,Faucets,1046.87
sku13194,Toilets,680.17
sku13195,Misc,3920.77
sku13196,Misc,4129.66
sku13197,Toilets,2833.3
sku13198,Toilets,4444.98
sku13199,Showers,3949.2
sku13200,Toilets,4551.16
sku13201,Faucets,150.64
sku13202,Toilets,3213.34
sku13203,Faucets,1490.51
sku13204,Showers,801.56
sku13205,Misc,4372.47
sku13206,Showers,1835.19
sku13207,Toilets,640.42
sku13208,Toilets,4134.76
sku13209,Misc,3178.61
sku13210,Showers,2077.31
sku13211,Faucets,4116.95
sku13212,Misc,809.14
sku13213,Showers,3734.82
sku13214,Showers,2690.82
sku13215,Toilets,3543.54
sku13216,Misc,4543.05
sku13217,Faucets,4785.12
sku13218,Faucets,1416.26
sku13219,Faucets,2206.63
sku13220,Faucets,3435.95
sku13221,Misc,3735.09
sku13222,Faucets,2866.79
sku13223,Misc,1118.64
sku13224,Misc,4487.06
sku13225,Toilets,1803.49
sku13226,Showers,2059.11
sku13227,Toilets,2407.27
sku13228,Showers,1019.59
sku13229,Showers,4522.1
sku13230,Toilets,1379.43
sku13231,Toilets,3487.86
sku13232,Showers,1355.77
sku13233,Showers,455.55
sku13234,Toilets,2137.58
sku13235,Showers,1721.12
sku13236,Misc,3294.44
sku13237,Showers,583.73
sku13238,Faucets,3298.5
sku13239,Faucets,2010.32
sku13240,Showers,1767.21
sku13241,Showers,188.38
sku13242,Showers,1510.53
sku13243,Misc,2611.1
sku13244,Showers,2889.74
sku13245,Faucets,4670.27
sku13246,Showers,3649.98
sku13247,Faucets,3082.25
sku13248,Faucets,4272.86
sku13249,Faucets,572.57
sku13250,Faucets,3043.48
sku13251,Toilets,899.32
sku13252,Misc,4229.55
sku13253,Faucets,3983.13
sku13254,Toilets,125.32
sku13255,Toilets,1287.73
sku13256,Misc,280.7
sku13257,Faucets,1395.29
sku13258,Showers,2100.11
sku13259,Toilets,722.21
sku13260,Misc,4378.49
sku13261,Showers,515.6
sku13262,Toilets,1181.75
sku13263,Faucets,340.29
sku13264,Toilets,3775.04
sku13265,Showers,4302.0
sku13266,Faucets,2108.65
sku13267,Toilets,4006.98
sku13268,Toilets,401.53
sku13269,Faucets,4925.01
sku13270,Toilets,3604.62
sku13271,Showers,3529.58
sku13272,Showers,1580.61
sku13273,Toilets,175.8
sku13274,Misc,1792.67
sku13275,Showers,594.3
sku13276,Toilets,388.61
sku13277,Faucets,741.97
sku13278,Faucets,2941.37
sku13279,Misc,1440.75
sku13280,Misc,1012.71
sku13281,Showers,2665.65
sku13282,Showers,2476.44
sku13283,Faucets,2755.62
sku13284,Misc,3429.76
sku13285,Misc,642.58
sku13286,Showers,3587.7
sku13287,Toilets,4270.08
sku13288,Faucets,67.84
sku13289,Misc,1174.64
sku13290,Misc,2745.41
sku13291,Showers,1848.85
sku13292,Showers,2647.98
sku13293,Toilets,2337.76
sku13294,Showers,4064.32
sku13295,Showers,3056.6
sku13296,Misc,2986.22
sku13297,Toilets,2585.27
sku13298,Misc,93.53
sku13299,Showers,2929.1
sku13300,Showers,1918.66
sku13301,Showers,4030.26
sku13302,Showers,3010.01
sku13303,Showers,3402.44
sku13304,Faucets,2013.17
sku13305,Misc,4743.0
sku13306,Showers,811.93
sku13307,Showers,1996.5
sku13308,Showers,4297.75
sku13309,Toilets,89.98
sku13310,Toilets,144.11
sku13311,Toilets,23.29
sku13312,Faucets,4811.2
sku13313,Misc,1953.4
sku13314,Faucets,4247.39
sku13315,Toilets,2414.96
sku13316,Toilets,3517.8
sku13317,Faucets,1368.11
sku13318,Misc,4595.49
sku13319,Toilets,1888.47
sku13320,Toilets,3322.4
sku13321,Showers,2231.85
sku13322,Toilets,3463.64
